Frequency (Hz), Magnitude (dB)
2074.218750, -4.093566
2085.937500, -4.280663
2097.656250, -4.472796
2109.375000, -4.669935
2121.093750, -4.872039
2132.812500, -5.079054
2144.531250, -5.290918
2156.250000, -5.507555
2167.968750, -5.728878
2179.687500, -5.954783
2191.406250, -6.185158
2203.125000, -6.419873
2214.843750, -6.658785
2226.562500, -6.901736
2238.281250, -7.148553
2250.000000, -7.399045
2261.718750, -7.653007
2273.437500, -7.910218
2285.156250, -8.170440
2296.875000, -8.433420
2308.593750, -8.698885
2320.312500, -8.966551
2332.031250, -9.236115
2343.750000, -9.507261
2355.468750, -9.779659
2367.187500, -10.052966
2378.906250, -10.326825
2390.625000, -10.600873
2402.343750, -10.874735
2414.062500, -11.148033
2425.781250, -11.420383
2437.500000, -11.691398
2449.218750, -11.960696
2460.937500, -12.227897
2472.656250, -12.492628
2484.375000, -12.754527
2496.093750, -13.013246
2507.812500, -13.268454
2519.531250, -13.519841
2531.250000, -13.767119
2542.968750, -14.010028
2554.687500, -14.248337
2566.406250, -14.481847
2578.125000, -14.710392
2589.843750, -14.933843
2601.562500, -15.152105
2613.281250, -15.365123
2625.000000, -15.572878
2636.718750, -15.775387
2648.437500, -15.972705
2660.156250, -16.164917
2671.875000, -16.352146
2683.593750, -16.534539
2695.312500, -16.712272
2707.031250, -16.885545
2718.750000, -17.054577
2730.468750, -17.219603
2742.187500, -17.380870
2753.906250, -17.538634
2765.625000, -17.693156
2777.343750, -17.844695
2789.062500, -17.993510
2800.781250, -18.139852
2812.500000, -18.283962
2824.218750, -18.426067
2835.937500, -18.566381
2847.656250, -18.705097
2859.375000, -18.842390
2871.093750, -18.978411
2882.812500, -19.113289
2894.531250, -19.247126
2906.250000, -19.380000
2917.968750, -19.511964
2929.687500, -19.643044
2941.406250, -19.773238
2953.125000, -19.902522
2964.843750, -20.030846
2976.562500, -20.158135
2988.281250, -20.284297
3000.000000, -20.409214
3011.718750, -20.532755
3023.437500, -20.654771
3035.156250, -20.775100
3046.875000, -20.893571
3058.593750, -21.010004
3070.312500, -21.124217
3082.031250, -21.236026
3093.750000, -21.345252
3105.468750, -21.451718
3117.187500, -21.555260
3128.906250, -21.655726
3140.625000, -21.752980
3152.343750, -21.846904
3164.062500, -21.937403
3175.781250, -22.024407
3187.500000, -22.107869
3199.218750, -22.187775
3210.937500, -22.264135
3222.656250, -22.336992
3234.375000, -22.406418
3246.093750, -22.472518
3257.812500, -22.535422
3269.531250, -22.595291
3281.250000, -22.652313
3292.968750, -22.706700
3304.687500, -22.758686
3316.406250, -22.808528
3328.125000, -22.856498
3339.843750, -22.902881
3351.562500, -22.947977
3363.281250, -22.992091
3375.000000, -23.035535
3386.718750, -23.078619
3398.437500, -23.121657
3410.156250, -23.164953
3421.875000, -23.208806
3433.593750, -23.253507
3445.312500, -23.299330
3457.031250, -23.346536
3468.750000, -23.395369
3480.468750, -23.446053
3492.187500, -23.498790
3503.906250, -23.553759
3515.625000, -23.611117
3527.343750, -23.670992
3539.062500, -23.733487
3550.781250, -23.798677
3562.500000, -23.866609
3574.218750, -23.937300
3585.937500, -24.010736
3597.656250, -24.086877
3609.375000, -24.165651
3621.093750, -24.246954
3632.812500, -24.330656
3644.531250, -24.416597
3656.250000, -24.504587
3667.968750, -24.594410
3679.687500, -24.685825
3691.406250, -24.778564
3703.125000, -24.872338
3714.843750, -24.966837
3726.562500, -25.061731
3738.281250, -25.156677
3750.000000, -25.251319
3761.718750, -25.345289
3773.437500, -25.438217
3785.156250, -25.529731
3796.875000, -25.619460
3808.593750, -25.707040
3820.312500, -25.792122
3832.031250, -25.874369
3843.750000, -25.953467
3855.468750, -26.029127
3867.187500, -26.101088
3878.906250, -26.169124
3890.625000, -26.233046
3902.343750, -26.292704
3914.062500, -26.347990
3925.781250, -26.398844
3937.500000, -26.445248
3949.218750, -26.487232
3960.937500, -26.524873
3972.656250, -26.558292
3984.375000, -26.587656
3996.093750, -26.613171
4007.812500, -26.635085
4019.531250, -26.653679
4031.250000, -26.669267
4042.968750, -26.682191
4054.687500, -26.692817
4066.406250, -26.701530
4078.125000, -26.708730
4089.843750, -26.714826
4101.562500, -26.720234
4113.281250, -26.725371
4125.000000, -26.730652
4136.718750, -26.736486
4148.437500, -26.743273
4160.156250, -26.751398
4171.875000, -26.761233
4183.593750, -26.773129
4195.312500, -26.787419
4207.031250, -26.804414
4218.750000, -26.824397
4230.468750, -26.847631
4242.187500, -26.874348
4253.906250, -26.904754
4265.625000, -26.939029
4277.343750, -26.977321
4289.062500, -27.019750
4300.781250, -27.066409
4312.500000, -27.117358
4324.218750, -27.172630
4335.937500, -27.232230
4347.656250, -27.296132
4359.375000, -27.364285
4371.093750, -27.436609
4382.812500, -27.512997
4394.531250, -27.593317
4406.250000, -27.677414
4417.968750, -27.765109
4429.687500, -27.856201
4441.406250, -27.950470
4453.125000, -28.047678
4464.843750, -28.147572
4476.562500, -28.249884
4488.281250, -28.354337
4500.000000, -28.460647
4511.718750, -28.568525
4523.437500, -28.677680
4535.156250, -28.787824
4546.875000, -28.898675
4558.593750, -29.009963
4570.312500, -29.121430
4582.031250, -29.232835
4593.750000, -29.343963
4605.468750, -29.454621
4617.187500, -29.564648
4628.906250, -29.673914
4640.625000, -29.782327
4652.343750, -29.889835
4664.062500, -29.996425
4675.781250, -30.102129
4687.500000, -30.207024
4699.218750, -30.311234
4710.937500, -30.414928
4722.656250, -30.518322
4734.375000, -30.621678
4746.093750, -30.725302
4757.812500, -30.829544
4769.531250, -30.934794
4781.250000, -31.041482
4792.968750, -31.150073
4804.687500, -31.261069
4816.406250, -31.374998
4828.125000, -31.492421
4839.843750, -31.613921
4851.562500, -31.740106
4863.281250, -31.871604
4875.000000, -32.009060
4886.718750, -32.153136
4898.437500, -32.304508
4910.156250, -32.463867
4921.875000, -32.631915
4933.593750, -32.809365
4945.312500, -32.996943
4957.031250, -33.195387
4968.750000, -33.405448
4980.468750, -33.627890
4992.187500, -33.863494
5003.906250, -34.113059
5015.625000, -34.377405
5027.343750, -34.657375
5039.062500, -34.953841
5050.781250, -35.267709
5062.500000, -35.599922
5074.218750, -35.951468
5085.937500, -36.323388
5097.656250, -36.716781
5109.375000, -37.132818
5121.093750, -37.572752
5132.812500, -38.037931
5144.531250, -38.529812
5156.250000, -39.049984
5167.968750, -39.600185
5179.687500, -40.182334
5191.406250, -40.798559
5203.125000, -41.451239
5214.843750, -42.143052
5226.562500, -42.877037
5238.281250, -43.656668
5250.000000, -44.485957
5261.718750, -45.369578
5273.437500, -46.313041
5285.156250, -47.322915
5296.875000, -48.407143
5308.593750, -49.575481
5320.312500, -50.840132
5332.031250, -52.216694
5343.750000, -53.725624
5355.468750, -55.394617
5367.187500, -57.262680
5378.906250, -59.387630
5390.625000, -61.861233
5402.343750, -64.843866
5414.062500, -68.660207
5425.781250, -74.160778
5437.500000, -85.595539
5449.218750, -84.149150
5460.937500, -76.547362
5472.656250, -73.592369
5484.375000, -72.240016
5496.093750, -71.833440
5507.812500, -72.183981
5519.531250, -73.320743
5531.250000, -75.522652
5542.968750, -79.746410
5554.687500, -92.267883
5566.406250, -83.571281
5578.125000, -75.553348
5589.843750, -71.206755
5601.562500, -68.195734
5613.281250, -65.902592
5625.000000, -64.068992
5636.718750, -62.561287
5648.437500, -61.301036
5660.156250, -60.238200
5671.875000, -59.338955
5683.593750, -58.579489
5695.312500, -57.942559
5707.031250, -57.415467
5718.750000, -56.988814
5730.468750, -56.655702
5742.187500, -56.411222
5753.906250, -56.252131
5765.625000, -56.176658
5777.343750, -56.184425
5789.062500, -56.276447
5800.781250, -56.455242
5812.500000, -56.725048
5824.218750, -57.092197
5835.937500, -57.565704
5847.656250, -58.158207
5859.375000, -58.887479
5871.093750, -59.778953
5882.812500, -60.870163
5894.531250, -62.219129
5906.250000, -63.921761
5917.968750, -66.153145
5929.687500, -69.287437
5941.406250, -74.394628
5953.125000, -88.837277
5964.843750, -78.508900
5976.562500, -71.294776
5988.281250, -67.464302
6000.000000, -64.879072
6011.718750, -62.958289
6023.437500, -61.458532
6035.156250, -60.254663
6046.875000, -59.274038
6058.593750, -58.470979
6070.312500, -57.815155
6082.031250, -57.285668
6093.750000, -56.867807
6105.468750, -56.551145
6117.187500, -56.328391
6128.906250, -56.194680
6140.625000, -56.147141
6152.343750, -56.184659
6164.062500, -56.307791
6175.781250, -56.518806
6187.500000, -56.821876
6199.218750, -57.223439
6210.937500, -57.732805
6222.656250, -58.363149
6234.375000, -59.133123
6246.093750, -60.069592
6257.812500, -61.212492
6269.531250, -62.624135
6281.250000, -64.408863
6292.968750, -66.760872
6304.687500, -70.108882
6316.406250, -75.766654
6328.125000, -98.292123
6339.843750, -77.194309
6351.562500, -70.853573
6363.281250, -67.292713
6375.000000, -64.844928
6386.718750, -63.011151
6398.437500, -61.573747
6410.156250, -60.418319
6421.875000, -59.477513
6433.593750, -58.708580
6445.312500, -58.082956
6457.031250, -57.580890
6468.750000, -57.188466
6480.468750, -56.895841
6492.187500, -56.696183
6503.906250, -56.585010
6515.625000, -56.559799
6527.343750, -56.619774
6539.062500, -56.765848
6550.781250, -57.000691
6562.500000, -57.328956
6574.218750, -57.757690
6585.937500, -58.297020
6597.656250, -58.961263
6609.375000, -59.770754
6621.093750, -60.754976
6632.812500, -61.958207
6644.531250, -63.450575
6656.250000, -65.352101
6667.968750, -67.893851
6679.687500, -71.616923
6691.406250, -78.421902
6703.125000, -92.626503
6714.843750, -75.599611
6726.562500, -70.272215
6738.281250, -67.061754
6750.000000, -64.794828
6761.718750, -63.073444
6773.437500, -61.714061
6785.156250, -60.617019
6796.875000, -59.722391
6808.593750, -58.991592
6820.312500, -58.398586
6832.031250, -57.925268
6843.750000, -57.558849
6855.468750, -57.290308
6867.187500, -57.113440
6878.906250, -57.024281
6890.625000, -57.020758
6902.343750, -57.102521
6914.062500, -57.270915
6925.781250, -57.529088
6937.500000, -57.882261
6949.218750, -58.338194
6960.937500, -58.907966
6972.656250, -59.607234
6984.375000, -60.458328
6996.093750, -61.493867
7007.812500, -62.763431
7019.531250, -64.346911
7031.250000, -66.384593
7042.968750, -69.157767
7054.687500, -73.375952
7066.406250, -82.082149
7078.125000, -84.828792
7089.843750, -74.316036
7101.562500, -69.758887
7113.281250, -66.853905
7125.000000, -64.753321
7136.718750, -63.138190
7148.437500, -61.853738
7160.156250, -60.813301
7171.875000, -59.963701
7183.593750, -59.270220
7195.312500, -58.709213
7207.031250, -58.264148
7218.750000, -57.923331
7230.468750, -57.678543
7242.187500, -57.524207
7253.906250, -57.456875
7265.625000, -57.474931
7277.343750, -57.578465
7289.062500, -57.769275
7300.781250, -58.051020
7312.500000, -58.429525
7324.218750, -58.913330
7335.937500, -59.514564
7347.656250, -60.250382
7359.375000, -61.145369
7371.093750, -62.235762
7382.812500, -63.577366
7394.531250, -65.261863
7406.250000, -67.454981
7417.968750, -70.505100
7429.687500, -75.375496
7441.406250, -87.750675
7453.125000, -81.073711
7464.843750, -73.292520
7476.562500, -69.318435
7488.281250, -66.671487
7500.000000, -64.718574
7511.718750, -63.200534
7523.437500, -61.985867
7535.156250, -60.998873
7546.875000, -60.192229
7558.593750, -59.534647
7570.312500, -59.004637
7582.031250, -58.587107
7593.750000, -58.271378
7605.468750, -58.049988
7617.187500, -57.917958
7628.906250, -57.872338
7640.625000, -57.911969
7652.343750, -58.037380
7664.062500, -58.250837
7675.781250, -58.556528
7687.500000, -58.960928
7699.218750, -59.473411
7710.937500, -60.107258
7722.656250, -60.881282
7734.375000, -61.822611
7746.093750, -62.971621
7757.812500, -64.391411
7769.531250, -66.187887
7781.250000, -68.558853
7792.968750, -71.943607
7804.687500, -77.706125
7816.406250, -103.473980
7828.125000, -78.671263
7839.843750, -72.458549
7851.562500, -68.938432
7863.281250, -66.510662
7875.000000, -64.688755
7886.718750, -63.259180
7898.437500, -62.109281
7910.156250, -61.172573
7921.875000, -60.406791
7933.593750, -59.783663
7945.312500, -59.283634
7957.031250, -58.892917
7968.750000, -58.601772
7980.468750, -58.403443
7992.187500, -58.293515
8003.906250, -58.269527
8015.625000, -58.330763
8027.343750, -58.478199
8039.062500, -58.714578
8050.781250, -59.044643
8062.500000, -59.475556
8074.218750, -60.017597
8085.937500, -60.685299
8097.656250, -61.499322
8109.375000, -62.489654
8121.093750, -63.701424
8132.812500, -65.206307
8144.531250, -67.127489
8156.250000, -69.703696
8167.968750, -73.500546
8179.687500, -80.563578
8191.406250, -92.217144
8203.125000, -76.944664
8214.843750, -71.763976
8226.562500, -68.607273
8238.281250, -66.367791
8250.000000, -64.662773
8261.718750, -63.314065
8273.437500, -62.224397
8285.156250, -61.335071
8296.875000, -60.608196
8308.593750, -60.018169
8320.312500, -59.547162
8332.031250, -59.182582
8343.750000, -58.915548
8355.468750, -58.739969
8367.187500, -58.651968
8378.906250, -58.649554
8390.625000, -58.732452
8402.343750, -58.902087
8414.062500, -59.161696
8425.781250, -59.516603
8437.500000, -59.974700
8449.218750, -60.547246
8460.937500, -61.250151
8472.656250, -62.106125
8484.375000, -63.148391
8496.093750, -64.427561
8507.812500, -66.025453
8519.531250, -68.086444
8531.250000, -70.902308
8542.968750, -75.220009
8554.687500, -84.390115
8566.406250, -85.509148
8578.125000, -75.619698
8589.843750, -71.174636
8601.562500, -68.315799
8613.281250, -66.239938
8625.000000, -64.639927
8636.718750, -63.365479
8648.437500, -62.332011
8660.156250, -61.487444
8671.875000, -60.797697
8683.593750, -60.239525
8695.312500, -59.796659
8707.031250, -59.457589
8718.750000, -59.214236
8730.468750, -59.061128
8742.187500, -58.994906
8753.906250, -59.014033
8765.625000, -59.118677
8777.343750, -59.310714
8789.062500, -59.593893
8800.781250, -59.974148
8812.500000, -60.460155
8824.218750, -61.064234
8835.937500, -61.803809
8847.656250, -62.703877
8859.375000, -63.801337
8871.093750, -65.153153
8882.812500, -66.853235
8894.531250, -69.072239
8906.250000, -72.172049
8917.968750, -77.171181
8929.687500, -90.562942
8941.406250, -82.020207
8953.125000, -74.558605
8964.843750, -70.666788
8976.562500, -68.056937
8988.281250, -66.124762
9000.000000, -64.619718
9011.718750, -63.413787
9023.437500, -62.432945
9035.156250, -61.630782
9046.875000, -60.976546
9058.593750, -60.449094
9070.312500, -60.033561
9082.031250, -59.719433
9093.750000, -59.499370
9105.468750, -59.368490
9117.187500, -59.323925
9128.906250, -59.364590
9140.625000, -59.491087
9152.343750, -59.705760
9164.062500, -60.012883
9175.781250, -60.419040
9187.500000, -60.933747
9199.218750, -61.570476
9210.937500, -62.348324
9222.656250, -63.294852
9234.375000, -64.451150
9246.093750, -65.881594
9257.812500, -67.694625
9269.531250, -70.093908
9281.250000, -73.536137
9292.968750, -79.469998
9304.687500, -117.648892
9316.406250, -79.705904
9328.125000, -73.682728
9339.843750, -70.223454
9351.562500, -67.825183
9363.281250, -66.020381
9375.000000, -64.601763
9386.718750, -63.459336
9398.437500, -62.527948
9410.156250, -61.766072
9421.875000, -61.145884
9433.593750, -60.648117
9445.312500, -60.259181
9457.031250, -59.969477
9468.750000, -59.772357
9480.468750, -59.663492
9492.187500, -59.640495
9503.906250, -59.702719
9515.625000, -59.851209
9527.343750, -60.088781
9539.062500, -60.420264
9550.781250, -60.852928
9562.500000, -61.397193
9574.218750, -62.067791
9585.937500, -62.885672
9597.656250, -63.881282
9609.375000, -65.100517
9621.093750, -66.616454
9632.812500, -68.555162
9644.531250, -71.162392
9656.250000, -75.026640
9667.968750, -82.334664
9679.687500, -92.058003
9691.406250, -78.001467
9703.125000, -72.943119
9714.843750, -69.832159
9726.562500, -67.616205
9738.281250, -65.925264
9750.000000, -64.585749
9761.718750, -63.502435
9773.437500, -62.617675
9785.156250, -61.894180
9796.875000, -61.306713
9808.593750, -60.837690
9820.312500, -60.474684
9832.031250, -60.208936
9843.750000, -60.034448
9855.468750, -59.947422
9867.187500, -59.945931
9878.906250, -60.029767
9890.625000, -60.200416
9902.343750, -60.461187
9914.062500, -60.817487
9925.781250, -61.277316
9937.500000, -61.852075
9949.218750, -62.557875
9960.937500, -63.417728
9972.656250, -64.465340
9984.375000, -65.752144
9996.093750, -67.361509
10007.812500, -69.441113
10019.531250, -72.291282
10031.250000, -76.690108
10042.968750, -86.261771
10054.687500, -86.125817
10066.406250, -76.668831
10078.125000, -72.307364
10089.843750, -69.483512
10101.562500, -67.426546
10113.281250, -65.838151
10125.000000, -64.571420
10136.718750, -63.543348
10148.437500, -62.702693
10160.156250, -62.015861
10171.875000, -61.459910
10183.593750, -61.018776
10195.312500, -60.681091
10207.031250, -60.438879
10218.750000, -60.286752
10230.468750, -60.221418
10242.187500, -60.241402
10253.906250, -60.346929
10265.625000, -60.539937
10277.343750, -60.824243
10289.062500, -61.205862
10300.781250, -61.693578
10312.500000, -62.299852
10324.218750, -63.042316
10335.937500, -63.946281
10347.656250, -65.049154
10359.375000, -66.408791
10371.093750, -68.120823
10382.812500, -70.359734
10394.531250, -73.498025
10406.250000, -78.598647
10417.968750, -92.897470
10429.687500, -82.824550
10441.406250, -75.585241
10453.125000, -71.752963
10464.843750, -69.170295
10476.562500, -67.253415
10488.281250, -65.757999
10500.000000, -64.558560
10511.718750, -63.582305
10523.437500, -62.783493
10535.156250, -62.131768
10546.875000, -61.606240
10558.593750, -61.192216
10570.312500, -60.879302
10582.031250, -60.660249
10593.750000, -60.530247
10605.468750, -60.486490
10617.187500, -60.527947
10628.906250, -60.655275
10640.625000, -60.870876
10652.343750, -61.179089
10664.062500, -61.586580
10675.781250, -62.102970
10687.500000, -62.741875
10699.218750, -63.522607
10710.937500, -64.473053
10722.656250, -65.634845
10734.375000, -67.073328
10746.093750, -68.898873
10757.812500, -71.319654
10769.531250, -74.805883
10781.250000, -80.874006
10792.968750, -115.353410
10804.687500, -80.569345
10816.406250, -74.679210
10828.125000, -71.263710
10839.843750, -68.886858
10851.562500, -67.094534
10863.281250, -65.683933
10875.000000, -64.546986
10886.718750, -63.619504
10898.437500, -62.860499
10910.156250, -62.242475
10921.875000, -61.746373
10933.593750, -61.358750
10945.312500, -61.070109
10957.031250, -60.873881
10968.750000, -60.765801
10980.468750, -60.743538
10992.187500, -60.806494
11003.906250, -60.955765
11015.625000, -61.194223
11027.343750, -61.526761
11039.062500, -61.960727
11050.781250, -62.506650
11062.500000, -63.179408
11074.218750, -64.000172
11085.937500, -64.999730
11097.656250, -66.224559
11109.375000, -67.748797
11121.093750, -69.700706
11132.812500, -72.331429
11144.531250, -76.247233
11156.250000, -83.748807
11167.968750, -92.172082
11179.687500, -78.877041
11191.406250, -73.905533
11203.125000, -70.827577
11214.843750, -68.628710
11226.562500, -66.948023
11238.281250, -65.615217
11250.000000, -64.536541
11261.718750, -63.655114
11273.437500, -62.934083
11285.156250, -62.348481
11296.875000, -61.880899
11308.593750, -61.519033
11320.312500, -61.254215
11332.031250, -61.080514
11343.750000, -60.994190
11355.468750, -60.993365
11367.187500, -61.077877
11378.906250, -61.249261
11390.625000, -61.510879
11402.343750, -61.868200
11414.062500, -62.329304
11425.781250, -62.905699
11437.500000, -63.613647
11449.218750, -64.476388
11460.937500, -65.527990
11472.656250, -66.820513
11484.375000, -68.438498
11496.093750, -70.532146
11507.812500, -73.408357
11519.531250, -77.869531
11531.250000, -87.765766
11542.968750, -86.696855
11554.687500, -77.535312
11566.406250, -73.233867
11578.125000, -70.435416
11589.843750, -68.392229
11601.562500, -66.812319
11613.281250, -65.551226
11625.000000, -64.527093
11636.718750, -63.689287
11648.437500, -63.004570
11660.156250, -62.450227
11671.875000, -62.010340
11683.593750, -61.673646
11695.312500, -61.432246
11707.031250, -61.280813
11718.750000, -61.216106
11730.468750, -61.236695
11742.187500, -61.342848
11753.906250, -61.536550
11765.625000, -61.821666
11777.343750, -62.204276
11789.062500, -62.693242
11800.781250, -63.301133
11812.500000, -64.045738
11824.218750, -64.952604
11835.937500, -66.059527
11847.656250, -67.425037
11859.375000, -69.146080
11871.093750, -71.400076
11882.812500, -74.567735
11894.531250, -79.746986
11906.250000, -94.828876
11917.968750, -83.514194
11929.687500, -76.431959
11941.406250, -72.642906
11953.125000, -70.080121
11964.843750, -68.174460
11976.562500, -66.686107
11988.281250, -65.491427
12000.000000, -64.518526
12011.718750, -63.722153
12023.437500, -63.072248
12035.156250, -62.548106
12046.875000, -62.135159
12058.593750, -61.823105
12070.312500, -61.604762
12082.031250, -61.475372
12093.750000, -61.432175
12105.468750, -61.474183
12117.187500, -61.602092
12128.906250, -61.818348
12140.625000, -62.127340
12152.343750, -62.535794
12164.062500, -63.053412
12175.781250, -63.693922
12187.500000, -64.476793
12199.218750, -65.430165
12210.937500, -66.596082
12222.656250, -68.040630
12234.375000, -69.875663
12246.093750, -72.312830
12257.812500, -75.832870
12269.531250, -82.006165
12281.250000, -109.199982
12292.968750, -81.294664
12304.687500, -75.500527
12316.406250, -72.117140
12328.125000, -69.756079
12339.843750, -67.972966
12351.562500, -66.568277
12363.281250, -65.435361
12375.000000, -64.510741
12386.718750, -63.753830
12398.437500, -63.137371
12410.156250, -62.642464
12421.875000, -62.255772
12433.593750, -61.967876
12445.312500, -61.772267
12457.031250, -61.664728
12468.750000, -61.642966
12480.468750, -61.706424
12492.187500, -61.856235
12503.906250, -62.095315
12515.625000, -62.428603
12527.343750, -62.863510
12539.062500, -63.410643
12550.781250, -64.084997
12562.500000, -64.907907
12574.218750, -65.910427
12585.937500, -67.139477
12597.656250, -68.670015
12609.375000, -70.631995
12621.093750, -73.280746
12632.812500, -77.236486
12644.531250, -84.891970
12656.250000, -92.386745
12667.968750, -79.606318
12679.687500, -74.698462
12691.406250, -71.644956
12703.125000, -69.458783
12714.843750, -67.785716
12726.562500, -66.457883
12738.281250, -65.382633
12750.000000, -64.503655
12761.718750, -63.784421
12773.437500, -63.200165
12785.156250, -62.733613
12796.875000, -62.372552
12808.593750, -62.108379
12820.312500, -61.935218
12832.031250, -61.849369
12843.750000, -61.848994
12855.468750, -61.933965
12867.187500, -62.105854
12878.906250, -62.368063
12890.625000, -62.726110
12902.343750, -63.188135
12914.062500, -63.765727
12925.781250, -64.475268
12937.500000, -65.340169
12949.218750, -66.394782
12960.937500, -67.691647
12972.656250, -69.316216
12984.375000, -71.420652
12996.093750, -74.316996
13007.812500, -78.826894
13019.531250, -88.987461
13031.250000, -87.203348
13042.968750, -78.253787
13054.687500, -73.996906
13066.406250, -71.217442
13078.125000, -69.184569
13089.843750, -67.611003
13101.562500, -66.354112
13113.281250, -65.332899
13125.000000, -64.497191
13136.718750, -63.814019
13148.437500, -63.260835
13160.156250, -62.821835
13171.875000, -62.485833
13183.593750, -62.244992
13195.312500, -62.094029
13207.031250, -62.029741
13218.750000, -62.050734
13230.468750, -62.157308
13242.187500, -62.351484
13253.906250, -62.637165
13265.625000, -63.020480
13277.343750, -63.510351
13289.062500, -64.119431
13300.781250, -64.865631
13312.500000, -65.774681
13324.218750, -66.884677
13335.937500, -68.254677
13347.656250, -69.982650
13359.375000, -72.248318
13371.093750, -75.438860
13382.812500, -80.680165
13394.531250, -96.440405
13406.250000, -84.098529
13417.968750, -77.132024
13429.687500, -73.375421
13441.406250, -70.827627
13453.125000, -68.930423
13464.843750, -67.447382
13476.562500, -66.256266
13488.281250, -65.285860
13500.000000, -64.491287
13511.718750, -63.842710
13523.437500, -63.319564
13535.156250, -62.907380
13546.875000, -62.595923
13558.593750, -62.378061
13570.312500, -62.249080
13582.031250, -62.206253
13593.750000, -62.248624
13605.468750, -62.376921
13617.187500, -62.593622
13628.906250, -62.903158
13640.625000, -63.312299
13652.343750, -63.830810
13664.062500, -64.472505
13675.781250, -65.256980
13687.500000, -66.212568
13699.218750, -67.381637
