Frequency (Hz), Magnitude (dB)
5132.812500, -0.126845
5144.531250, -0.155668
5156.250000, -0.183092
5167.968750, -0.208843
5179.687500, -0.232665
5191.406250, -0.254319
5203.125000, -0.273585
5214.843750, -0.290269
5226.562500, -0.304202
5238.281250, -0.315243
5250.000000, -0.323280
5261.718750, -0.328234
5273.437500, -0.330057
5285.156250, -0.328735
5296.875000, -0.324285
5308.593750, -0.316759
5320.312500, -0.306240
5332.031250, -0.292841
5343.750000, -0.276705
5355.468750, -0.258001
5367.187500, -0.236925
5378.906250, -0.213693
5390.625000, -0.188540
5402.343750, -0.161721
5414.062500, -0.133500
5425.781250, -0.104155
5437.500000, -0.073969
5449.218750, -0.043232
5460.937500, -0.012230
5472.656250, 0.018746
5484.375000, 0.049415
5496.093750, 0.079500
5507.812500, 0.108733
5519.531250, 0.136860
5531.250000, 0.163638
5542.968750, 0.188841
5554.687500, 0.212257
5566.406250, 0.233696
5578.125000, 0.252985
5589.843750, 0.269972
5601.562500, 0.284525
5613.281250, 0.296535
5625.000000, 0.305914
5636.718750, 0.312599
5648.437500, 0.316548
5660.156250, 0.317740
5671.875000, 0.316180
5683.593750, 0.311893
5695.312500, 0.304928
5707.031250, 0.295353
5718.750000, 0.283258
5730.468750, 0.268755
5742.187500, 0.251972
5753.906250, 0.233058
5765.625000, 0.212176
5777.343750, 0.189507
5789.062500, 0.165246
5800.781250, 0.139601
5812.500000, 0.112789
5824.218750, 0.085038
5835.937500, 0.056582
5847.656250, 0.027661
5859.375000, -0.001482
5871.093750, -0.030606
5882.812500, -0.059467
5894.531250, -0.087829
5906.250000, -0.115462
5917.968750, -0.142142
5929.687500, -0.167660
5941.406250, -0.191818
5953.125000, -0.214433
5964.843750, -0.235341
5976.562500, -0.254395
5988.281250, -0.271471
6000.000000, -0.286463
6011.718750, -0.299293
6023.437500, -0.309901
6035.156250, -0.318255
6046.875000, -0.324343
6058.593750, -0.328180
6070.312500, -0.329800
6082.031250, -0.329262
6093.750000, -0.326643
6105.468750, -0.322042
6117.187500, -0.315572
6128.906250, -0.307365
6140.625000, -0.297563
6152.343750, -0.286321
6164.062500, -0.273802
6175.781250, -0.260176
6187.500000, -0.245617
6199.218750, -0.230300
6210.937500, -0.214399
6222.656250, -0.198088
6234.375000, -0.181532
6246.093750, -0.164892
6257.812500, -0.148318
6269.531250, -0.131952
6281.250000, -0.115922
6292.968750, -0.100342
6304.687500, -0.085315
6316.406250, -0.070925
6328.125000, -0.057242
6339.843750, -0.044319
6351.562500, -0.032193
6363.281250, -0.020883
6375.000000, -0.010392
6386.718750, -0.000706
6398.437500, 0.008203
6410.156250, 0.016380
6421.875000, 0.023882
6433.593750, 0.030780
6445.312500, 0.037156
6457.031250, 0.043102
6468.750000, 0.048717
6480.468750, 0.054109
6492.187500, 0.059386
6503.906250, 0.064663
6515.625000, 0.070050
6527.343750, 0.075659
6539.062500, 0.081594
6550.781250, 0.087953
6562.500000, 0.094825
6574.218750, 0.102286
6585.937500, 0.110400
6597.656250, 0.119211
6609.375000, 0.128750
6621.093750, 0.139023
6632.812500, 0.150018
6644.531250, 0.161698
6656.250000, 0.174003
6667.968750, 0.186846
6679.687500, 0.200116
6691.406250, 0.213676
6703.125000, 0.227363
6714.843750, 0.240987
6726.562500, 0.254332
6738.281250, 0.267160
6750.000000, 0.279207
6761.718750, 0.290187
6773.437500, 0.299792
6785.156250, 0.307695
6796.875000, 0.313549
6808.593750, 0.316990
6820.312500, 0.317641
6832.031250, 0.315107
6843.750000, 0.308984
6855.468750, 0.298855
6867.187500, 0.284295
6878.906250, 0.264869
6890.625000, 0.240137
6902.343750, 0.209651
6914.062500, 0.172959
6925.781250, 0.129604
6937.500000, 0.079124
6949.218750, 0.021056
6960.937500, -0.045070
6972.656250, -0.119725
6984.375000, -0.203384
6996.093750, -0.296527
7007.812500, -0.399640
7019.531250, -0.513211
7031.250000, -0.637739
7042.968750, -0.773727
7054.687500, -0.921689
7066.406250, -1.082151
7078.125000, -1.255651
7089.843750, -1.442741
7101.562500, -1.643993
7113.281250, -1.859999
7125.000000, -2.091374
7136.718750, -2.338761
7148.437500, -2.602834
7160.156250, -2.884306
7171.875000, -3.183930
7183.593750, -3.502508
7195.312500, -3.840897
7207.031250, -4.200018
7218.750000, -4.580866
7230.468750, -4.984521
7242.187500, -5.412163
7253.906250, -5.865085
7265.625000, -6.344714
7277.343750, -6.852638
7289.062500, -7.390626
7300.781250, -7.960673
7312.500000, -8.565036
7324.218750, -9.206293
7335.937500, -9.887410
7347.656250, -10.611837
7359.375000, -11.383617
7371.093750, -12.207553
7382.812500, -13.089413
7394.531250, -14.036231
7406.250000, -15.056722
7417.968750, -16.161893
7429.687500, -17.365958
7441.406250, -18.687769
7453.125000, -20.153154
7464.843750, -21.798954
7476.562500, -23.680514
7488.281250, -25.886890
7500.000000, -28.575948
7511.718750, -32.071948
7523.437500, -37.238116
7535.156250, -48.525271
7546.875000, -45.870493
7558.593750, -37.870782
7570.312500, -34.266959
7582.031250, -32.100683
7593.750000, -30.675806
7605.468750, -29.717361
7617.187500, -29.090183
7628.906250, -28.719684
7640.625000, -28.562400
7652.343750, -28.593164
7664.062500, -28.799065
7675.781250, -29.176725
7687.500000, -29.731576
7699.218750, -30.478845
7710.937500, -31.446664
7722.656250, -32.682812
7734.375000, -34.269136
7746.093750, -36.355239
7757.812500, -39.252014
7769.531250, -43.783964
7781.250000, -54.034566
7792.968750, -52.109060
7804.687500, -43.255056
7816.406250, -39.064145
7828.125000, -36.353856
7839.843750, -34.397025
7851.562500, -32.907272
7863.281250, -31.742333
7875.000000, -30.821502
7886.718750, -30.094965
7898.437500, -29.530249
7910.156250, -29.105483
7921.875000, -28.805768
7933.593750, -28.621115
7945.312500, -28.545246
7957.031250, -28.574918
7968.750000, -28.709600
7980.468750, -28.951432
7992.187500, -29.305460
8003.906250, -29.780188
8015.625000, -30.388599
8027.343750, -31.149913
8039.062500, -32.092653
8050.781250, -33.260236
8062.500000, -34.721944
8074.218750, -36.596816
8085.937500, -39.114368
8097.656250, -42.811791
8109.375000, -49.568959
8121.093750, -64.193518
8132.812500, -46.853831
8144.531250, -41.503370
8156.250000, -38.287546
8167.968750, -36.022424
8179.687500, -34.307612
8191.406250, -32.958736
8203.125000, -31.875797
8214.843750, -30.998751
8226.562500, -30.289022
8238.281250, -29.720677
8250.000000, -29.275799
8261.718750, -28.941872
8273.437500, -28.710249
8285.156250, -28.575221
8296.875000, -28.533468
8308.593750, -28.583759
8320.312500, -28.726849
8332.031250, -28.965550
8343.750000, -29.304984
8355.468750, -29.753083
8367.187500, -30.321427
8378.906250, -31.026639
8390.625000, -31.892738
8402.343750, -32.955269
8414.062500, -34.269059
8425.781250, -35.924130
8437.500000, -38.082808
8449.218750, -41.084509
8460.937500, -45.857024
8472.656250, -57.622052
8484.375000, -52.127624
8496.093750, -44.101161
8507.812500, -40.060672
8519.531250, -37.380978
8531.250000, -35.408175
8542.968750, -33.876977
8554.687500, -32.653446
8566.406250, -31.660734
8578.125000, -30.850929
8589.843750, -30.192429
8601.562500, -29.663595
8613.281250, -29.249290
8625.000000, -28.938870
8636.718750, -28.724978
8648.437500, -28.602808
8660.156250, -28.569666
8671.875000, -28.624743
8683.593750, -28.769043
8695.312500, -29.005470
8707.031250, -29.339088
8718.750000, -29.777579
8730.468750, -30.332036
8742.187500, -31.018246
8753.906250, -31.858828
8765.625000, -32.886965
8777.343750, -34.153286
8789.062500, -35.739743
8800.781250, -37.791092
8812.500000, -40.600198
8824.218750, -44.918121
8835.937500, -54.130850
8847.656250, -55.068936
8859.375000, -45.232358
8871.093750, -40.790804
8882.812500, -37.929291
8894.531250, -35.849108
8906.250000, -34.244348
8917.968750, -32.965193
8929.687500, -31.927286
8941.406250, -31.078678
8953.125000, -30.385377
8964.843750, -29.824213
8976.562500, -29.378986
8988.281250, -29.038262
9000.000000, -28.794047
9011.718750, -28.640973
9023.437500, -28.575808
9035.156250, -28.597178
9046.875000, -28.705454
9058.593750, -28.902787
9070.312500, -29.193284
9082.031250, -29.583372
9093.750000, -30.082413
9105.468750, -30.703713
9117.187500, -31.466169
9128.906250, -32.397074
9140.625000, -33.537119
9152.343750, -34.950001
9164.062500, -36.742856
9175.781250, -39.116366
9187.500000, -42.518405
9199.218750, -48.354451
9210.937500, -78.167914
9222.656250, -48.932959
9234.375000, -42.806486
9246.093750, -39.307119
9257.812500, -36.884438
9269.531250, -35.061573
9281.250000, -33.628147
9292.968750, -32.472847
9304.687500, -31.529857
9316.406250, -30.757288
9328.125000, -30.127098
9339.843750, -29.619884
9351.562500, -29.221969
9363.281250, -28.923698
9375.000000, -28.718391
9386.718750, -28.601704
9398.437500, -28.571248
9410.156250, -28.626390
9421.875000, -28.768201
9433.593750, -28.999548
9445.312500, -29.325329
9457.031250, -29.752920
9468.750000, -30.292895
9480.468750, -30.960218
9492.187500, -31.776197
9503.906250, -32.771850
9515.625000, -33.994055
9527.343750, -35.517703
9539.062500, -37.472632
9550.781250, -40.113891
9562.500000, -44.060801
9574.218750, -51.700166
9585.937500, -59.245849
9597.656250, -46.428289
9609.375000, -41.510321
9621.093750, -38.449143
9632.812500, -36.256037
9644.531250, -34.576352
9656.250000, -33.242059
9667.968750, -32.160432
9679.687500, -31.275114
9691.406250, -30.549551
9703.125000, -29.958955
9714.843750, -29.486035
9726.562500, -29.118561
9738.281250, -28.847915
9750.000000, -28.668204
9761.718750, -28.575710
9773.437500, -28.568574
9785.156250, -28.646642
9796.875000, -28.811457
9808.593750, -29.066380
9820.312500, -29.416878
9832.031250, -29.871023
9843.750000, -30.440307
9855.468750, -31.140973
9867.187500, -31.996221
9878.906250, -33.040062
9890.625000, -34.324450
9902.343750, -35.933731
9914.062500, -38.017688
9925.781250, -40.882128
9937.500000, -45.325401
9949.218750, -55.159197
9960.937500, -54.235394
9972.656250, -45.018999
9984.375000, -40.699817
9996.093750, -37.889074
10007.812500, -35.835334
10019.531250, -34.245576
10031.250000, -32.974930
10042.968750, -31.941338
10054.687500, -31.094049
10066.406250, -30.399749
10078.125000, -29.835660
10089.843750, -29.385811
10101.562500, -29.038888
10113.281250, -28.786939
10125.000000, -28.624576
10136.718750, -28.548484
10148.437500, -28.557151
10160.156250, -28.650734
10171.875000, -28.831083
10183.593750, -29.101883
10195.312500, -29.468973
10207.031250, -29.940883
10218.750000, -30.529710
10230.468750, -31.252544
10242.187500, -32.133852
10253.906250, -33.209665
10265.625000, -34.535418
10277.343750, -36.202062
10289.062500, -38.373710
10300.781250, -41.394334
10312.500000, -46.209459
10324.218750, -58.266555
10335.937500, -52.173775
10347.656250, -44.263843
10359.375000, -40.247049
10371.093750, -37.573042
10382.812500, -35.598534
10394.531250, -34.061346
10406.250000, -32.828758
10417.968750, -31.824477
10429.687500, -31.000848
10441.406250, -30.326375
10453.125000, -29.779424
10464.843750, -29.344792
10476.562500, -29.011704
10488.281250, -28.772608
10500.000000, -28.622430
10511.718750, -28.558118
10523.437500, -28.578391
10535.156250, -28.683635
10546.875000, -28.875928
10558.593750, -29.159220
10570.312500, -29.539663
10582.031250, -30.026189
10593.750000, -30.631444
10605.468750, -31.373301
10617.187500, -32.277423
10628.906250, -33.381771
10640.625000, -34.745155
10652.343750, -36.465040
10664.062500, -38.720005
10675.781250, -41.893986
10687.500000, -47.098797
10699.218750, -62.505553
10710.937500, -50.679594
10722.656250, -43.649817
10734.375000, -39.870846
10746.093750, -37.309113
10757.812500, -35.400972
10769.531250, -33.908306
10781.250000, -32.708169
10792.968750, -31.728994
10804.687500, -30.925699
10816.406250, -30.268315
10828.125000, -29.736180
10839.843750, -29.314743
10851.562500, -28.993694
10863.281250, -28.765830
10875.000000, -28.626352
10886.718750, -28.572442
10898.437500, -28.603029
10910.156250, -28.718704
10921.875000, -28.921766
10933.593750, -29.216411
10945.312500, -29.609094
10957.031250, -30.109141
10968.750000, -30.729736
10980.468750, -31.489533
10992.187500, -32.415389
11003.906250, -33.547221
11015.625000, -34.947292
11027.343750, -36.719833
11039.062500, -39.058780
11050.781250, -42.392073
11062.500000, -48.029783
11074.218750, -70.345548
11085.937500, -49.466949
11097.656250, -43.103046
11109.375000, -39.525483
11121.093750, -37.062265
11132.812500, -35.213347
11144.531250, -33.760773
11156.250000, -32.590002
11167.968750, -31.633602
11179.687500, -30.848771
11191.406250, -30.206900
11203.125000, -29.688202
11214.843750, -29.278715
11226.562500, -28.968552
11238.281250, -28.750825
11250.000000, -28.620987
11261.718750, -28.576432
11273.437500, -28.616284
11285.156250, -28.741320
11296.875000, -28.954040
11308.593750, -29.258865
11320.312500, -29.662531
11332.031250, -30.174723
11343.750000, -30.809123
11355.468750, -31.585109
11367.187500, -32.530655
11378.906250, -33.687513
11390.625000, -35.121226
11402.343750, -36.942542
11414.062500, -39.360491
11425.781250, -42.847862
11437.500000, -48.934169
11449.218750, -81.005356
11460.937500, -48.513467
11472.656250, -42.639069
11484.375000, -39.223001
11496.093750, -36.841220
11507.812500, -35.042025
11519.531250, -33.623417
11531.250000, -32.477663
11542.968750, -31.540729
11554.687500, -30.771704
11566.406250, -30.143122
11578.125000, -29.635927
11589.843750, -29.236659
11601.562500, -28.935787
11613.281250, -28.726692
11625.000000, -28.605041
11636.718750, -28.568409
11648.437500, -28.616082
11660.156250, -28.748999
11671.875000, -28.969825
11683.593750, -29.283176
11695.312500, -29.696019
11707.031250, -30.218348
11718.750000, -30.864264
11730.468750, -31.653761
11742.187500, -32.615766
11753.906250, -33.793610
11765.625000, -35.255680
11777.343750, -37.118443
11789.062500, -39.604435
11800.781250, -43.227898
11812.500000, -49.737936
11824.218750, -67.747716
11835.937500, -47.796723
11847.656250, -42.268027
11859.375000, -38.973481
11871.093750, -36.654405
11882.812500, -34.893916
11894.531250, -33.501880
11906.250000, -32.375719
11917.968750, -31.454001
11929.687500, -30.697275
11941.406250, -30.078957
11953.125000, -29.580561
11964.843750, -29.189010
11976.562500, -28.895047
11988.281250, -28.692254
12000.000000, -28.576453
12011.718750, -28.545344
12023.437500, -28.598320
12035.156250, -28.736418
12046.875000, -28.962399
12058.593750, -29.280979
12070.312500, -29.699243
12082.031250, -30.227328
12093.750000, -30.879528
12105.468750, -31.676111
12117.187500, -32.646427
12128.906250, -33.834502
12140.625000, -35.309973
12152.343750, -37.191838
12164.062500, -39.708676
12175.781250, -43.393666
12187.500000, -50.101917
12199.218750, -65.274407
12210.937500, -47.515379
12222.656250, -42.121259
12234.375000, -38.876535
12246.093750, -36.584098
12257.812500, -34.840631
12269.531250, -33.460719
12281.250000, -32.343859
12292.968750, -31.429683
12304.687500, -30.679337
12316.406250, -30.066608
12328.125000, -29.573252
12339.843750, -29.186363
12351.562500, -28.896806
12363.281250, -28.698264
12375.000000, -28.586642
12386.718750, -28.559715
12398.437500, -28.616951
12410.156250, -28.759464
12421.875000, -28.990106
12433.593750, -29.313701
12445.312500, -29.737471
12457.031250, -30.271741
12468.750000, -30.931068
12480.468750, -31.736113
12492.187500, -32.716839
12503.906250, -33.918301
12515.625000, -35.412016
12527.343750, -37.320814
12539.062500, -39.882524
12550.781250, -43.659850
12562.500000, -50.680681
12574.218750, -62.596642
12585.937500, -47.131810
12597.656250, -41.922343
12609.375000, -38.746988
12621.093750, -36.491504
12632.812500, -34.771392
12644.531250, -33.407870
12656.250000, -32.303378
12667.968750, -31.399054
12679.687500, -30.656901
12691.406250, -30.051231
12703.125000, -29.564146
12714.843750, -29.182979
12726.562500, -28.898773
12738.281250, -28.705347
12750.000000, -28.598720
12761.718750, -28.576773
12773.437500, -28.639071
12785.156250, -28.786834
12796.875000, -29.023030
12808.593750, -29.352625
12820.312500, -29.783023
12832.031250, -30.324789
12843.750000, -30.992824
12855.468750, -31.808301
12867.187500, -32.801986
12878.906250, -34.020288
12890.625000, -35.537204
12902.343750, -37.480672
12914.062500, -40.101011
12925.781250, -44.001739
12937.500000, -51.465600
12949.218750, -60.073791
12960.937500, -46.660745
12972.656250, -41.667716
12984.375000, -38.575965
12996.093750, -36.365352
13007.812500, -34.673591
13019.531250, -33.329872
13031.250000, -32.240202
13042.968750, -31.347561
13054.687500, -30.615002
13066.406250, -30.017482
13078.125000, -29.537526
13089.843750, -29.162758
13101.562500, -28.884434
13113.281250, -28.696536
13125.000000, -28.595217
13136.718750, -28.578472
13148.437500, -28.645977
13160.156250, -28.799059
13171.875000, -29.040808
13183.593750, -29.376330
13195.312500, -29.813205
13207.031250, -30.362236
13218.750000, -31.038655
13230.468750, -31.864125
13242.187500, -32.870188
13253.906250, -34.104563
13265.625000, -35.643657
13277.343750, -37.620421
13289.062500, -40.297603
13300.781250, -44.320426
13312.500000, -52.252766
13324.218750, -58.235283
13335.937500, -46.233536
13347.656250, -41.426182
13359.375000, -38.408427
13371.093750, -36.238015
13382.812500, -34.571788
13394.531250, -33.245924
13406.250000, -32.169595
13417.968750, -31.287426
13429.687500, -30.563408
13441.406250, -29.973080
13453.125000, -29.499343
13464.843750, -29.130083
13476.562500, -28.856741
13488.281250, -28.673443
13500.000000, -28.576453
13511.718750, -28.563859
13523.437500, -28.635422
13535.156250, -28.792550
13546.875000, -29.038417
13558.593750, -29.378224
13570.312500, -29.819666
13582.031250, -30.373694
13593.750000, -31.055749
13605.468750, -31.887797
13617.187500, -32.901859
13628.906250, -34.146459
13640.625000, -35.699498
13652.343750, -37.697044
13664.062500, -40.409664
13675.781250, -44.509379
13687.500000, -52.752623
13699.218750, -57.291665
